,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
158319,0.326,1955,0.992,['Stan Getz'],0.511,427080,0.0572,0,1PTO7kJi8AhIdZURGnM1Zj,0.594,7,0.21,-22.288,1,Everything Happens To Me,1,1955-01-01,0.0475,77.085
164829,0.504,2004,0.275,"['Madvillain', 'Madlib', 'MF DOOM']",0.5329999999999999,95507,0.7240000000000001,1,5l7tdLI34MnxnNyd2nhNIk,4.59e-06,7,0.118,-8.954,0,Curls,3,2004-03-24,0.311,89.86200000000002
57593,0.655,1945,0.96,['Bill Monroe & His Blue Grass Boys'],0.39,189533,0.21,0,4HEyPRAR0X2wFoKqzONdfD,0.00258,9,0.264,-16.019000000000002,1,Little Cabin Home on the Hill,0,1945,0.0348,180.147
47043,0.926,1971,0.0869,['Sir Joe Quarterman & Free Soul'],0.67,379429,0.8440000000000001,0,4vVa98Wjx3dYxz4UVQncY5,0.0556,10,0.142,-10.671,1,"I've Got so Much Trouble in My Mind (7"" Mix)",1,1971-09-01,0.0455,116.778
131328,0.68,2012,0.0552,"['Mac Miller', 'Casey Veggies', 'Joey Bada$$']",0.7929999999999999,273305,0.7609999999999999,1,50wicJjTmQSkZ6XluATpCi,0.248,10,0.112,-6.117999999999999,0,America,3,2012-03-23,0.129,89.992
17711,0.6,2000,0.00417,['U2'],0.528,294907,0.8320000000000001,0,3yjGZ9mlBxlGih186finfS,0.000435,2,0.25,-6.421,1,Walk On,2,2000-01-01,0.0269,100.18
45051,0.813,1969,0.0878,['Steppenwolf'],0.628,202507,0.685,0,5sxb5oCDlXROCwXa8IG7OV,0.0136,7,0.0542,-14.747,1,Draft Resister,1,1969-11-01,0.035,134.32399999999998
110868,0.0835,1948,0.988,"['Igor Stravinsky', 'CBC Symphony Orchestra']",0.221,202493,0.0984,0,6g2Di2mqEDfaVqVqHC5Nss,0.384,0,0.224,-16.977999999999998,1,"Symphony of Psalms (1948 Version): I. Exaudi orationem meam, Domine - Revised 1948 version",0,1948,0.031,88.665
119944,0.503,1972,0.789,['Vincent Price'],0.74,36120,0.128,0,67RupfcbvqyJM1dsCz1TDj,0.0,6,0.116,-32.104,1,To Raise the Dead,1,1972,0.7390000000000001,69.832
126851,0.118,2010,0.561,['Civil Twilight'],0.342,275040,0.7,0,1g8dRVzAvmSOTfTz5m0H9K,0.00121,8,0.0994,-5.955,1,Letters From The Sky,3,2010-04-13,0.0449,150.04
125057,0.8809999999999999,1940,0.0696,['Эрнест Хемингуэй'],0.701,98600,0.125,1,3kvpHz4qGkkO5vP0I9ywDz,0.0,11,0.436,-26.421,0,Часть 179.3 - По ком звонит колокол,0,1940,0.957,36.494
3255,0.779,1997,0.011,['David Bowie'],0.7,331200,0.823,0,3v75DgGrZYFH8ry6F20957,0.00498,1,0.0745,-7.891,1,I'm Afraid of Americans - Nine Inch Nails V1 Mix,2,1997-01-30,0.0665,80.03
54457,0.328,2020,0.0527,['Luke Combs'],0.598,186107,0.846,0,7IWV29mryrqtO0JVgnPtfv,0.0,6,0.113,-4.956,1,Cold As You,3,2020-10-23,0.0355,144.04
28905,0.1689999999999999,1958,0.8,['Nat King Cole'],0.144,205787,0.37,0,64VKSHhJmNdA5sC46RSKTp,4.18e-05,2,0.331,-11.152,1,The More I See You,2,1958,0.0346,79.589
84,0.9,1980,0.0987,['Miguel Bosé'],0.7609999999999999,227467,0.7440000000000001,0,0imrhMFOWQ9XYDCnLfecYV,0.0,5,0.239,-12.936,1,Don Diablo,2,1980,0.101,108.254
110652,0.131,1935,0.937,"['Richard Strauss', 'Karl Böhm', 'Staatskapelle Dresden']",0.254,898107,0.237,0,368pz8qZHsxKPwFDybAj9Y,0.868,5,0.332,-14.233,1,"Strauss, R: Till Eulenspiegels lustige Streiche, Op. 28, TrV 171",0,1935,0.0422,84.088
124147,0.774,1990,0.00185,['Y&T'],0.431,209067,0.698,0,2kR3B09M6KeJnchOkxwszt,2.64e-06,4,0.232,-11.626,1,Summertime Girls - Studio Version,3,1990,0.0336,128.93200000000002
81144,0.519,1989,0.00863,['The Charlie Daniels Band'],0.6409999999999999,198267,0.485,0,56naRIVm4brHo3o757bvZ4,0.0752,2,0.154,-12.614,0,Midnight Wind,1,1989-10-17,0.028,99.748
9897,0.287,1952,0.946,['Dean Martin'],0.26,198840,0.0488,0,0J7LLUGQ8OO0cIoop9c3uK,0.0056,2,0.3,-19.578,1,Just One More Chance,1,1952,0.0387,67.708
120614,0.664,1996,0.259,['Fugees'],0.845,302067,0.312,1,76ajwhzTiuwL2RcHyIVSiK,0.0,1,0.342,-15.843,1,The Score,3,1996-02-13,0.23,97.004
56582,0.784,1988,0.019,['The Smiths'],0.4970000000000001,228013,0.873,0,6j2iDmDbdOiw9AIXbFOlFq,0.306,7,0.99,-6.8210000000000015,1,"The Boy with the Thorn in His Side - Live in London, 1986",2,1988-09-05,0.0568,117.676
92297,0.0581,1994,0.921,"['Joaquín Rodrigo', 'Pepe Romero', 'Christine Pendrill', 'Academy of St. Martin in the Fields', 'Sir Neville Marriner']",0.195,690000,0.0387,0,19fcbNdQCjFlotNOax1iiz,0.926,11,0.102,-21.822,0,Concierto de Aranjuez for Guitar and Orchestra: 2. Adagio,2,1994-01-01,0.0407,70.183
73497,0.387,1953,0.816,"['Hazel Flagg Orchestra', 'Pembroke Davenport']",0.384,196680,0.472,0,0Ht99dBjVAg1ng9zx2j8NS,0.8859999999999999,1,0.138,-8.709,1,Overture,0,1953,0.0376,112.893
10523,0.151,1977,0.3229999999999999,['Ronnie Milsap'],0.327,219520,0.281,0,5fO4iEznH83cwSHZLFz2lQ,0.00418,0,0.0713,-10.663,1,It Was Almost Like A Song,2,1977-07-01,0.0276,147.72
141236,0.7190000000000001,1954,0.928,['Duke Ellington'],0.682,165880,0.154,0,41sRaHoZFmXyreFbcejTlU,0.868,2,0.159,-21.214,0,B Sharp Blues,0,1954-04-05,0.0377,84.037
167771,0.425,1975,0.44,['Yusuf / Cat Stevens'],0.491,230160,0.324,0,4hummNzm7KJCi6mLMYi3Yn,3.3799999999999995e-05,0,0.0794,-11.229,1,Hard Headed Woman,1,1975-01-01,0.0342,141.91
99116,0.361,1951,0.946,"['Giuseppe Verdi', 'Mario Rossi', 'Giuseppe Taddei', 'Orchestra Sinfonica Di Torino Della Rai']",0.414,239666,0.328,0,0VXdPCyswwmh2x4FOb17BD,0.0554,0,0.351,-11.691,1,"Verdi : Falstaff : Act 1 ""L'onore! Ladri"" [Falstaff]",0,1951,0.0782,85.186
144398,0.461,1967,0.524,['Stelvio Cipriani'],0.26,225093,0.332,0,0AIgBzLYBfU1DIFgPb3EJh,0.863,2,0.122,-17.910999999999994,1,A Man a Horse a Gun - The Stranger Returns - Shoot First Laugh Last - Titles,1,1967,0.0365,132.048
170452,0.3,1969,0.209,"['Crosby, Stills & Nash']",0.604,175733,0.328,0,4RFLBIENuLMUjTJ6q68beX,2.68e-05,9,0.185,-12.283,1,Pre-Road Downs - 2005 Remaster,1,1969-05-29,0.0318,124.453
33461,0.585,1969,0.6659999999999999,['Dusty Springfield'],0.354,138933,0.366,0,2OJyLGDM6NlJwdRTTlZGwI,0.0,5,0.1669999999999999,-10.799,0,Just a Little Lovin',1,1969-03-31,0.0345,111.057
71214,0.244,1987,0.0117,['Whitesnake'],0.292,275395,0.823,0,1qOU8KzFifXE9YrgjVwYvc,7.79e-05,7,0.155,-6.763,1,Here I Go Again - 2018 Remaster,3,1987-04-07,0.0407,89.939
51480,0.331,2005,0.288,['Joe Nichols'],0.461,247320,0.412,0,3xcHU7fOKHN4K6Tjs1cZtL,0.0,9,0.138,-8.644,1,I'll Wait For You,2,2005-01-01,0.0283,143.97899999999996
156780,0.547,2012,0.0653,['Josh Turner'],0.6629999999999999,200373,0.8140000000000001,0,2rg3yLJKN5Yl4JCHHkMgeC,0.000252,2,0.0823,-4.987,1,Time Is Love,3,2012-01-01,0.0466,111.97
149075,0.718,2007,0.16,['Modest Mouse'],0.59,334373,0.954,1,55N59YgXzLKyVKrqfnTjJV,0.000242,9,0.159,-4.678999999999999,0,Parting of the Sensory,2,2007-03-20,0.0726,129.97899999999998
70540,0.762,1993,0.591,"['Harry Connick, Jr.']",0.58,276400,0.496,0,54G7kjF8wbQAwG3WGmP6Ji,0.0,7,0.24,-10.64,1,(It Must've Been Ol') Santa Claus,3,1993-10-26,0.193,182.826
15258,0.385,1963,0.888,['Sam Cooke'],0.366,167853,0.36,0,1hnmifV30f0m8YPIZIqnCF,4.2e-06,2,0.238,-11.993,0,Cry Me a River,1,1963-02,0.0305,100.698
32888,0.926,1946,0.963,['Lata Mangeshkar'],0.511,233053,0.563,0,3tQdl2ajunFGfYAOLyjMjo,0.000796,7,0.156,-6.5360000000000005,1,Tohe Sanwariya,0,1946-12-01,0.0766,119.27
66280,0.433,2005,0.921,['Sufjan Stevens'],0.708,183907,0.389,0,31s3BSh3KbiOcOLURdab8f,4.85e-05,0,0.74,-10.06,1,"Decatur, or, Round of Applause for Your Step-Mother!",2,2005-07-05,0.0524,130.00799999999998
1008,0.595,1995,0.0238,['Bone Thugs-N-Harmony'],0.825,303813,0.6829999999999999,1,0x9HPHvbIAySJlZU00cmNp,0.00139,0,0.135,-7.565,1,Crept and We Came,2,1995-07-25,0.194,140.17
141776,0.213,2013,0.000792,['Get Scared'],0.236,234080,0.853,0,0bCi4ZzIbVJsHxD9CSzIzB,3.39e-06,0,0.0524,-5.428,1,My Nightmare,3,2013-01-01,0.13,171.632
164225,0.928,1960,0.805,['Chuck Berry'],0.47,145293,0.496,0,63BHglFyR641M8j1pdGgel,0.0,5,0.22,-13.366,1,Betty Jean,1,1960-01-01,0.0484,156.502
131694,0.265,1998,0.826,['Skip James'],0.528,203560,0.0702,0,3K1I4gBtggUMx9360SkT9w,0.000365,8,0.1,-22.222,1,Hard Time Killing Floor Blues,2,1998,0.0406,78.23899999999998
128940,0.259,2019,0.423,['SEBASTIAN PAUL'],0.411,239120,0.447,0,7kizsInsKbkwsJUBOncDuQ,9.2e-06,4,0.28,-9.628,1,ON SOME HIGH,3,2019-09-13,0.0956,113.664
32117,0.584,1998,1.88e-05,['Korn'],0.501,225307,0.905,1,6nJPHXRpKYv2yqtalEjKy5,0.765,11,0.383,-5.721,0,Got the Life,3,1998-08-18,0.0518,123.277
86494,0.81,1963,0.595,['Leo Dan'],0.65,157440,0.636,0,5eVjTp3wbiWMqxxLuRyNr5,0.0,4,0.375,-6.178,0,Fanny,1,1963-10-31,0.0284,115.539
55040,0.468,1930,0.59,['Chris G LeBon'],0.616,343928,0.45,0,1gc8sJE7O8mqu1uAfpGSY8,0.00237,7,0.0853,-10.694,1,Georgia On My Mind,0,1930,0.0621,64.17399999999999
56731,0.853,1981,0.0327,['Bauhaus'],0.6409999999999999,220160,0.545,0,0Rrjl5kOxStwevpiiuDhDW,0.000204,7,0.0507,-15.89,1,Kick in the Eye,2,1981,0.0413,121.928
145863,0.509,2011,0.931,"['Franz Liszt', 'Lang Lang']",0.28,287987,0.287,0,2Hnurh1BcigGbCGFOb4Uid,0.888,8,0.0762,-22.167,0,"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)",3,2011-08-22,0.0367,87.95299999999996
12679,0.274,2004,0.00114,['My Chemical Romance'],0.253,232467,0.887,0,6gLn8QhAYL4dEwdpVjfCPl,2.99e-06,11,0.259,-4.635,0,I Never Told You What I Do for a Living,3,2004-06-08,0.0578,115.522
115818,0.685,1935,0.244,['Эрнест Хемингуэй'],0.7290000000000001,96100,0.108,1,26Rm0a9nlaYvkrZ0YTKhGv,0.0,11,0.299,-19.839,0,Часть 19.3 - Зеленые холмы Африки,0,1935,0.937,125.214
163425,0.434,1972,0.449,['Cymande'],0.438,655440,0.476,0,6yYGrFfc595ggAwsYpH13v,0.255,6,0.0903,-12.558,0,Dove,3,1972,0.0361,111.717
24370,0.436,2012,0.364,['alt-J'],0.7020000000000001,181400,0.607,0,1o22EcqsCANhwYdaNOSdwS,0.0263,2,0.123,-6.509,1,Tessellate,3,2012-09-18,0.0405,116.961
76991,0.195,2016,0.6859999999999999,['The Avett Brothers'],0.485,314680,0.319,0,711WfDztCZpnmJg7Uvwod3,2.81e-05,5,0.117,-8.525,1,No Hard Feelings,3,2016-06-24,0.031,142.119
13151,0.8220000000000001,1935,0.502,['Carmen Miranda'],0.65,170093,0.385,0,3MpOnmHdapB5lq4obX5VA9,1.82e-05,11,0.183,-15.443,0,"Fala, Meu Pandeiro",0,1935,0.235,105.712
43602,0.352,1953,0.987,"['Amilcare Ponchielli', 'Maria Callas', 'Antonino Votto', 'Coro di Torino della RAI', 'Fedora Barbieri', 'Gianni Poggi', 'Orchestra di Torino Della RAI']",0.422,68067,0.0573,0,1b9gFtbAyWS4IGmx5Qvaqo,0.0,7,0.172,-20.219,1,"Ponchielli: La Gioconda, Act 4: ""Ten va serenata"" (Chorus, Gioconda, Enzo, Laura)",0,1953,0.0525,63.222
94870,0.928,1937,0.0898,['Springtoifel'],0.643,250133,0.912,0,4mGBn8h25aiOw127x0S3aC,0.151,9,0.159,-4.898,1,Mit Dir......,0,1937,0.0662,129.97299999999998
103555,0.358,1967,0.6779999999999999,['Buffalo Springfield'],0.311,374067,0.36,0,74MV0RMosHf57wY3AX0Mkz,0.000369,0,0.39,-18.704,1,Broken Arrow,1,1967-10-30,0.05,86.162
57614,0.708,1966,0.7959999999999999,['Baden Powell'],0.5329999999999999,202303,0.528,0,70TVybeswXr3k78pxpKDZW,0.816,5,0.112,-11.472,0,Tristeza,1,1966,0.0387,106.745
110857,0.5429999999999999,2019,0.138,['Faye Webster'],0.73,202160,0.344,0,0EDQwboQDmswDRn58wcslg,0.00128,10,0.134,-9.541,0,Kingston,3,2019-05-24,0.0394,142.129
141872,0.101,2019,0.101,"['Drake', 'Rick Ross']",0.831,205427,0.502,1,5ry2OE6R2zPQFDO85XkgRb,0.0,10,0.122,-4.045,0,Money In The Grave (Drake ft. Rick Ross),3,2019-06-15,0.046,100.541
115750,0.293,2019,0.695,['Jonathan Groff'],0.366,180763,0.478,0,7namdlOhbtsc8FvoSafOQt,8.91e-06,8,0.124,-6.972,1,Lost in the Woods,3,2019-11-15,0.0277,149.30700000000004
169288,0.125,1958,0.952,['Michel Legrand'],0.412,178000,0.0678,0,1mfMNauSALgxL4Gf85RSw6,4.9e-05,3,0.151,-19.136,0,'Round Midnight,1,1958-12-12,0.0375,113.903
55490,0.448,1976,0.000149,['Led Zeppelin'],0.177,226280,0.962,0,6CtTQxzJXMQuujhe0RX3UL,0.068,9,0.953,-6.297999999999999,1,Black Dog - (Live at MSG 1973) [Remaster],2,1976-10-22,0.182,165.048
110291,0.8390000000000001,1961,0.698,['Horace Parlan'],0.54,264347,0.669,0,547xPOmLdBpM4X9B2lIW8B,0.66,5,0.111,-11.887,0,Congalegre,1,1961-04-25,0.0463,120.875
13773,0.341,1989,0.213,['Extreme'],0.26,292173,0.636,0,112cNEei2OgQLSOfYSW4a7,1.58e-06,6,0.188,-13.113,1,Mutha (Don't Wanna Go To School Today),1,1989-01-01,0.0461,94.095
111469,0.5579999999999999,2002,0.0464,['Maroon 5'],0.532,251693,0.73,0,16tn9LlieVLhbCmL2x2TRe,0.0,7,0.0323,-5.671,1,The Sun,2,2002,0.0414,79.98899999999998
27386,0.792,2006,0.0206,['Don Omar'],0.8009999999999999,229027,0.8390000000000001,0,4f49sFQko7jHLEFd3tCf5p,7.65e-05,1,0.0946,-3.267,0,Ojitos Chiquitos,3,2006-01-01,0.24,170.011
95511,0.629,1987,0.0218,['Robbie Robertson'],0.504,287573,0.7909999999999999,0,024l9PlvWWPaCTfRO6LZ88,0.000538,9,0.131,-13.048,0,Showdown At Big Sky,2,1987-01-01,0.0428,111.498
136933,0.69,2011,0.0452,"['T-Pain', 'Chris Brown']",0.583,195987,0.7120000000000001,0,2dYyMKEFQIRXzB6QYZWLIO,0.0,7,0.174,-6.617999999999999,1,Best Love Song (feat. Chris Brown),3,2011-12-02,0.054,159.901
31192,0.802,1980,0.282,['Miki Matsubara'],0.698,307227,0.68,0,3lcQCZK5prHBgGF82Dzxw7,8.86e-06,4,0.0607,-9.175,0,Rainy Day Woman,1,1980,0.0351,119.689
148153,0.645,1960,0.759,['The Modern Jazz Quartet'],0.557,302200,0.0922,0,0mRxvXgSgV4ya4pmaOzuwQ,0.012,5,0.0838,-23.529,0,It Don't Mean a Thing (If It Ain't Got That Swing),1,1960-01-01,0.0402,94.291
7168,0.623,2019,0.318,['The Casino Royal'],0.613,224373,0.799,0,6fqKo3ji5kAn0fOfugJUac,0.0,11,0.425,-8.845,0,Femme Fatale,0,2019-12-13,0.0915,119.991
147319,0.419,1956,0.885,['Harry Belafonte'],0.797,183133,0.105,0,4fHDlIntTsRGSyTg5UYZYC,0.000116,1,0.108,-16.881,1,Banana Boat (Day-O),3,1956,0.0969,122.545
73262,0.0844,1949,0.988,"['Giacomo Puccini', 'Richard Tucker', 'Dorothy Kirsten', 'Fausto Cleva']",0.256,416480,0.329,0,3NS1ODfSsHpG2G9e4Qs7sA,2.47e-05,5,0.0984,-10.918,1,"Manon Lescaut, Act II:""Dunque questra lettiga? - Tu, tu, amore? Tu?""",0,1949,0.0427,79.248
17839,0.633,2007,0.286,['Elvis Presley'],0.448,153200,0.691,0,0LfJkvPNCNEMLpZJgDQiV1,0.00111,7,0.945,-6.9570000000000025,1,The Wonder of You,3,2007,0.0286,88.836
55108,0.759,1977,0.16,['Peter Tosh'],0.57,268480,0.657,0,1WVO3p8uA0CoAEOjSeJ1fy,0.0,2,0.0947,-8.244,1,Jah Guide,1,1977,0.122,150.66299999999995
161326,0.845,2007,0.0169,['La Mosca Tse-Tse'],0.652,194960,0.804,0,2KeidigK5po1qoREBuX35Z,0.0,0,0.337,-6.577000000000001,1,Para No Verte Más,3,2007-01-01,0.105,99.422
138355,0.09,1968,0.941,['Barbra Streisand'],0.267,163400,0.0927,0,1BbPWTfKPovXvYqlPPtcD7,9.88e-05,5,0.159,-15.469,0,Funny Girl,2,1968-09-01,0.0344,87.961
46527,0.787,1994,0.0521,['Monica Naranjo'],0.616,243733,0.925,0,3QRTdOa9TWLuaPrCa2OLXj,1.2e-05,6,0.0829,-6.3610000000000015,0,El Amor Coloca,3,1994-03-14,0.0465,123.47
55391,0.581,1965,0.5870000000000001,['The Staple Singers'],0.523,194227,0.44,0,3X88oiZyhS3kKSRe1RrWrf,0.0,6,0.0901,-12.286,1,My Jesus Is All,1,1965,0.0352,108.184
131370,0.158,1952,0.922,"['Modest Mussorgsky', 'George London', 'Jean Morel', 'Columbia Symphony Orchestra']",0.272,229600,0.255,0,2aT6FGASFA1wfcsbVz4Ud5,0.00246,8,0.166,-15.436,1,"Boris Godunov: Uf, tyazhelo! Dai dukh perevadu - Vocal",0,1952,0.0519,85.182
71196,0.512,2009,0.265,['Kid Cudi'],0.802,151333,0.742,1,77fcAXl6MsFPtFJG45zTUE,0.000287,1,0.63,-4.607,1,Simple As...,3,2009-09-15,0.111,95.0
118448,0.82,1968,0.831,['Louis Armstrong'],0.634,128093,0.24,0,5X1gZAZWtNjZRP9bXQS5LV,0.0,5,0.105,-15.55,1,Bibbidi-Bobbidi-Boo,1,1968,0.1369999999999999,116.208
109172,0.8540000000000001,1989,0.107,['The Pointer Sisters'],0.86,262618,0.705,0,4k0bXm9Q4RaTuYi09i4lKK,8.87e-06,10,0.149,-12.514,0,Jump (For My Love),3,1989-09-21,0.0894,134.395
68597,0.349,1942,0.981,"['Dmitri Shostakovich', 'Oscar Levant']",0.473,125387,0.295,0,5OyLRLUcD54TxPjvVjqeJI,0.89,5,0.17,-15.542,1,"The Age Of Gold - Ballet Suite, Op. 22b - 3. Polka",0,1942,0.0424,94.789
83965,0.257,2003,0.8640000000000001,['Steve Tyrell'],0.584,223067,0.29,0,3l91QxfQ9vyxq5AJU4D1FC,0.000247,0,0.122,-11.226,1,This Guy's In Love With You,3,2003-10-27,0.0308,91.405
99463,0.121,1967,0.268,['The Beatles'],0.377,330907,0.453,0,18qhv7DD1sEpgWffovGnhn,0.0001409999999999,4,0.901,-10.455,0,A Day In The Life - Remix,2,1967-05-26,0.0462,79.935
158201,0.963,1963,0.72,['Lou Christie'],0.649,165067,0.584,0,1cpguRdD11njLNH2ZeWygE,9.42e-06,5,0.0996,-8.086,1,Two Faces Have I,2,1963-01-01,0.0349,139.266
170349,0.6609999999999999,1996,0.4270000000000001,['Lyle Lovett'],0.645,389467,0.296,0,0hGVae3lrnGzXx7AHkObqx,3.52e-06,8,0.0989,-14.28,1,Her First Mistake,2,1996-06-18,0.0693,141.59
97297,0.7609999999999999,2020,0.0861,['Bad Bunny'],0.685,163084,0.848,1,6NfrH0ANGmgBXyxgV2PeXt,7.14e-06,8,0.0783,-4.561,0,La Difícil,3,2020-02-28,0.0858,179.87
22865,0.0399,1952,0.976,"['Franz Liszt', 'Gyorgy Sandor']",0.363,608147,0.28,0,0HVWYb9dzHFB78x22L9mEt,0.8859999999999999,4,0.141,-16.921,1,"Mephisto Waltz No. 1, S. 514 ""Der Tanz in der Dorfschenke"" - Remastered",0,1952,0.0405,101.224
74997,0.779,1939,0.996,['Marguerite Viby'],0.659,168333,0.307,0,0IlnfM134wMv3SzBYVkgDT,0.909,3,0.11,-12.073,1,Først et lille blink - track version,0,1939,0.038,94.974
98633,0.653,2019,0.261,"['Lil Mosey', 'Chris Brown']",0.747,141467,0.7040000000000001,1,7BxpObs6K7Yio5lVb3sMYX,0.0,0,0.11,-6.81,1,G Walk (with Chris Brown),3,2019-11-08,0.0674,90.041
90420,0.159,1967,0.846,['Julie London'],0.409,134040,0.105,0,70ZPVgwzW5DHPSzLujjY5X,0.000374,7,0.117,-18.62,1,I've Got A Crush On You,1,1967-01-01,0.0546,172.59099999999995
30194,0.875,2009,0.0185,['Selena Gomez & The Scene'],0.605,202587,0.902,0,1YaVmBh7EAeR54FIjuFcb5,1.01e-06,10,0.0534,-5.4060000000000015,0,Naturally,3,2009-01-01,0.0511,132.612
29529,0.965,1991,0.178,['Los Palominos'],0.76,185800,0.679,0,2RYYU6YoKLXEoQ1c0IRKlM,0.0,7,0.118,-6.7,1,La Carta Que Nunca Envie,2,1991,0.0577,167.17700000000005
27531,0.8440000000000001,2005,0.12,"['Mariah Carey', 'Snoop Dogg']",0.818,224440,0.794,0,52hTb2UmmPYUShMAIenLQo,0.0,4,0.0828,-6.2929999999999975,1,Say Somethin',2,2005-01-01,0.0641,108.002
129821,0.241,1956,0.97,['Bud Powell'],0.397,294827,0.125,0,610gFqixvdHDBvhMgQaDLX,0.7709999999999999,0,0.171,-17.73,1,Stairway To The Stars,0,1956-02-07,0.0376,117.7
65752,0.242,2014,0.00149,['The Living Tombstone'],0.491,165832,0.7709999999999999,0,2ItNKt19iqefEe590Z9GeE,0.000262,9,0.232,-5.037,1,Five Nights at Freddy's,3,2014-09-19,0.041,103.005
136078,0.438,1965,0.256,['The Beach Boys'],0.485,163947,0.458,0,2dg3zhOE5S8iPuZHasSkgn,0.000204,3,0.206,-11.78,1,"Kiss Me, Baby (Stereo)",1,1965-03-08,0.0256,108.311
66564,0.495,1934,0.995,['Ignacio Corsini'],0.66,220333,0.118,0,0Dv3d9x02E0r0WJjTF5nUT,0.259,5,0.112,-19.224,1,Perdona Si No Vuelvo - Remasterizado,0,1934-06-26,0.217,113.752
130338,0.614,2014,0.26,['Katie Sky'],0.501,217841,0.67,0,05Kms0excTlHRel656GZ3U,0.0,1,0.0774,-5.847,1,Monsters,3,2014-05-11,0.0696,175.895
137190,0.659,1981,0.274,['Roger'],0.8390000000000001,495333,0.821,0,46fmbqsaqomFYg2dZBAl5G,0.0008869999999999,7,0.0807,-3.68,1,Do It Roger,1,1981,0.0599,108.17
23731,0.7140000000000001,1951,0.98,['Ahmad Jamal'],0.542,154827,0.331,0,6dOaW0DmuORFSRjh6klBtj,0.899,5,0.104,-17.261,1,A Gal In Calico,1,1951,0.0407,102.678
148214,0.929,1967,0.523,['The Young Rascals'],0.677,187969,0.527,0,1eiSXNI619kI66AYF9r31T,5.31e-05,2,0.0874,-10.093,1,If You Knew - Mono,1,1967,0.0297,120.213
65267,0.961,1988,0.0485,['Roxette'],0.7120000000000001,228867,0.898,0,7LwsqxyIqOCF9vbdHmdIvT,7.76e-06,4,0.148,-4.893,1,Dangerous,2,1988-10-19,0.0336,124.409
169992,0.0986,2008,0.703,['Lindsey Buckingham'],0.501,262867,0.409,0,6tHQT8mAb4eQSftDcwd84t,0.0183,7,0.708,-10.958,1,Trouble - Live,3,2008-03-24,0.0298,110.057
15601,0.358,1991,0.93,['Enya'],0.473,116093,0.141,0,5DjixNToIl7gYrPJuST6tH,0.000636,8,0.125,-23.50800000000001,1,Ebudae,2,1991-11-15,0.0408,77.447
24725,0.326,1950,0.994,['Dock Reed'],0.418,106067,0.0102,0,1JjNxnmz7Hw30Fl0LzZ7PC,0.000525,10,0.238,-19.042,1,Death is Awful,0,1950-01-01,0.0427,86.59
25777,0.619,1935,0.995,"['Stratos Pagioumtzis', 'Vasilis Tsitsanis']",0.539,201107,0.284,0,2Z6JucesdyiqCjnRjmlHIy,0.894,2,0.32,-14.271,0,Ela Mikro Na Figoume,0,1935-01-04,0.0438,113.618
4100,0.474,1948,0.748,['Трумен Капоте'],0.6829999999999999,99500,0.271,1,6oVkJ28BGkDi0c4E7sKuX4,1.08e-06,0,0.114,-15.333,0,"Часть 16.15 - Другие голоса, другие комнаты",0,1948,0.963,142.05
54621,0.93,1935,0.987,['Lead Belly'],0.521,274782,0.279,0,5KvBzCNTj591pbWa1BPXIw,0.00404,9,0.122,-13.74,1,Frankie And Albert (148-B),0,1935,0.0659,117.919
66926,0.0378,1941,0.99,"['Richard Strauss', 'Bavarian State Orchestra']",0.116,263240,0.0953,0,34Daiwz3UVpxwwsryHixkx,0.84,2,0.118,-24.322,1,Don Quixote Op.35: XII Finale: The Death of Don Quixote,0,1941,0.0494,77.054
155524,0.331,1995,0.0833,['Elliott Smith'],0.352,144800,0.19,0,75l3rO9pLGAas7P4O22RDE,0.000687,2,0.1369999999999999,-18.358,1,The White Lady Loves You More,1,1995-07-01,0.039,157.10399999999996
89312,0.662,1972,0.211,['Ohio Players'],0.6509999999999999,189933,0.868,0,47QMzRqizrUSgxumfGCPUH,0.00162,0,0.145,-8.83,1,Feelin' Alright,1,1972-02-01,0.296,95.528
97373,0.312,1952,0.995,['Stan Getz'],0.443,202587,0.107,0,53xnN41m2VdT4HdN8kd8Ho,0.951,7,0.111,-19.606,1,Stars Fell On Alabama,0,1952-01-01,0.0478,118.907
8072,0.6990000000000001,2006,0.0083,['Randy Rogers Band'],0.5529999999999999,228893,0.777,0,3bZKIfJVpW8HktEafRnRP2,1e-06,10,0.388,-6.176,1,Kiss Me In The Dark,3,2006-01-01,0.0275,108.258
124279,0.968,1942,0.126,['Orchestra Studio 7'],0.8009999999999999,122932,0.845,0,2KudblgBG8vwNXOnFgOuaR,0.816,2,0.0288,-13.735,1,Chella llà - Musical base Version,0,1942-11-13,0.0531,125.324
22744,0.0492,1990,0.989,"['Claude Debussy', 'Mitsuko Uchida']",0.206,288000,0.0126,0,2u22XYHmJiVBl0HSW8jQFt,0.904,1,0.0808,-32.604,1,"12 Etudes, L.136: 11. Pour les Arpèges composés",2,1990-01-26,0.0488,64.172
55545,0.892,1967,0.578,"['Johnny Cash', 'June Carter Cash']",0.797,108760,0.414,0,49k5UZOXxUxtuV4G1HtzmV,0.000146,4,0.129,-11.778,0,"No, No, No",1,1967-08-01,0.0469,84.92399999999998
