,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
105770,0.757,2009,0.1369999999999999,"[""Girls' Generation""]",0.76,230547,0.843,0,7m48u7EC4gnCfAhwoLfbCE,2.19e-06,9,0.7,-2.632,1,Genie,3,2009-06-25,0.103,122.988
64529,0.389,1957,0.964,['Jim Hall'],0.544,345800,0.0686,0,4utc7KltF9zphXjxsJihTM,0.905,7,0.0894,-17.414,1,9:20 Special,1,1957-02-22,0.0713,80.84100000000002
114491,0.7190000000000001,1937,0.98,['G. Krishnaswami Iyengar'],0.368,190640,0.224,0,5nmEdcTRAxEOtdMKTCnQe5,0.341,5,0.348,-13.062,1,Muyyige Muyyi,0,1937-01-01,0.0764,81.539
31813,0.477,1998,0.0182,['Plastilina Mosh'],0.787,262613,0.606,0,12Q3hN5YwbjZ0jkcHmuABo,0.000328,11,0.342,-9.522,0,Mr. P-Mosh,3,1998-06-30,0.195,94.631
117292,0.7390000000000001,1956,0.705,['Bob Dorough'],0.5720000000000001,260027,0.392,0,30Jq2rqJvWbKDkjzMVC2H8,0.000748,8,0.172,-14.017,1,You're the Dangerous Type - 2012 Remastered Version,0,1956-10-01,0.052,112.317
129601,0.271,2000,0.586,['Fernando Ortega'],0.5489999999999999,251973,0.197,0,5WSUVpSF97wTZX9mkLWau3,0.000235,1,0.154,-9.686,1,Give Me Jesus,3,2000-03-01,0.0321,84.02799999999998
164132,0.826,1973,0.7290000000000001,['The Spinners'],0.382,249733,0.727,0,5i0urffBRKl09GSX2Jhdeh,0.0,9,0.196,-6.6770000000000005,0,Could It Be I'm Falling in Love,3,1973,0.0861,207.265
78614,0.119,1951,0.985,"['Giuseppe Verdi', 'Manno Wolf-Ferrari']",0.266,250400,0.195,0,0OrrIbMukRdQhPDbh7m4LY,0.000262,4,0.0593,-15.103,1,"Verdi : I Lombardi alla Prima Crociata : Act 3 ""Qual voluttà trascorrere"" [Oronte, Giselda, Eremita]",0,1951,0.0396,94.792
123929,0.166,1998,0.168,['George Michael'],0.394,275333,0.274,0,4ZCaO5I6XdIHb0X2UwNDtZ,8.55e-06,5,0.105,-14.314,1,Kissing a Fool,3,1998-11-09,0.031,116.801
17209,0.414,2019,0.505,['YNW Melly'],0.76,221419,0.568,1,0rhxoXFMKRtm1dQJfi72Yh,0.0,9,0.107,-3.92,1,No Heart,3,2019-01-18,0.0558,77.482
57902,0.242,2014,0.0105,"['SMO', 'Alexander King']",0.7,214467,0.647,0,4fkUsaC0dJfHp5N1kIrZlr,0.0,2,0.251,-6.497000000000001,1,Workin' (feat. Alexander King),3,2014-06-03,0.0483,86.01299999999998
85783,0.463,2010,0.183,"['Justin Bieber', 'Jessica Jarrell']",0.479,251187,0.7879999999999999,0,1tzkJMX3gNjnpcHdLD0pM3,0.0,5,0.146,-5.2120000000000015,1,Overboard,3,2010-01-01,0.0542,173.963
30991,0.84,1952,0.931,['Hesen Zîrek'],0.428,315664,0.595,0,0ZgZuTpTmDI1K4Q1wfzxus,3.53e-05,0,0.953,-8.009,1,Kîjan Deçne Mêrgolan,0,1952-01-09,0.0478,126.354
135970,0.961,1985,0.0843,['Eddy Raven'],0.838,185880,0.54,0,3FQbGnwJhmRjL3GWKl9rPz,6.72e-06,9,0.0515,-13.028,1,"Operator, Operator",1,1985-05-01,0.0347,117.653
9333,0.7609999999999999,2008,0.413,"['Sergio Vega ""El Shaka""']",0.82,211747,0.6,0,1pJMMnem25kCij6sF62hut,2.94e-06,10,0.147,-5.323,1,El Jefe De Las Plazas,2,2008-07-21,0.0512,95.813
73530,0.564,1958,0.986,"['Franz Joseph Haydn', 'Glenn Gould']",0.384,285880,0.181,0,0wBVZ2Q1vtWB3Ht7qUOz4v,0.846,3,0.208,-21.938,1,"Keyboard Sonata No. 59 in E-Flat Major, Hob. XVI:49: I. Allegro",0,1958,0.0575,148.204
90207,0.21,1956,0.924,['LaVern Baker'],0.458,179213,0.198,0,0t9ZyMHi2RcoiVGILpxK9M,0.0,9,0.101,-9.138,0,You'll Be Crying,0,1956,0.044,173.669
165725,0.238,2019,0.205,['Sonic Riviera'],0.77,159000,0.5660000000000001,0,5iB2EkNr3VWka0WLXkIgzd,0.0,3,0.0856,-6.4510000000000005,1,Here with Me,0,2019-12-13,0.0373,99.969
151225,0.334,2006,0.197,['Marc Anthony'],0.603,305427,0.624,0,1UhC65P18YWD02sW0GiyMl,0.0,4,0.0992,-6.982,0,Ahora Quien,3,2006-06-30,0.0305,130.004
3620,0.428,2012,0.19,['Imagine Dragons'],0.505,175200,0.71,0,1Ntj0hZfncXCQ5hij7igIE,0.00025,3,0.329,-3.015,1,Demons,3,2012-09-04,0.0321,89.93799999999996
697,0.282,1994,0.933,['Bobby Chen'],0.507,334160,0.0859,0,2VPFVcHgvSx25qHfj7bU4K,1.14e-06,0,0.121,-14.291,1,不再讓你孤單,2,1994-04-26,0.0342,130.388
164752,0.479,1999,0.000223,['Alice DJ'],0.5760000000000001,212493,0.828,0,2es5efbIHrLOLcdmBmpoiR,0.8220000000000001,0,0.35,-8.883,1,Back in My Life,3,1999,0.0327,137.968
53697,0.6,2006,0.00202,['Albert Hammond Jr'],0.468,212680,0.715,0,1Jte640nBiOWyuD7N0odNZ,0.733,4,0.087,-3.1010000000000004,0,In Transit,2,2006,0.0558,141.01
75118,0.7929999999999999,1944,0.964,['Lester Young'],0.394,176360,0.4270000000000001,0,3XjauSiKLRvzi8MRNqyMc6,0.918,5,0.0881,-9.902,0,Circus In Rhythm - Take 1,0,1944-01-01,0.0843,209.588
48454,0.631,2004,0.00109,['The Casualties'],0.436,185893,0.992,0,23iUxIgf73ZNGPdywRpSse,0.0622,10,0.084,-3.637,1,Unknown Soldier,2,2004-02-17,0.0376,99.035
108174,0.758,1927,0.994,['Francisco Canaro'],0.752,186813,0.156,0,1dPKXfSnwahh0hgNe5yUDj,0.933,7,0.11,-16.553,0,Ya Llegará tu Día - Instrumental (Remasterizado),0,1927-09-17,0.102,114.373
169356,0.299,1987,0.00471,['King Diamond'],0.244,459440,0.722,0,6aRMcwfGZoQnqLWO1RbQcd,0.239,1,0.11,-12.798,0,Black Horsemen,1,1987,0.0462,139.42700000000002
114574,0.4970000000000001,1963,0.961,['Davy Graham'],0.475,147067,0.0703,0,6jXd3IhCFUJxDJ0wEtk010,0.8909999999999999,0,0.13,-22.699,0,Angi,1,1963,0.0465,153.597
3422,0.667,2018,0.238,['The Neighbourhood'],0.7,167960,0.82,0,0YNtAadZvKBBEFARtfoCV8,0.318,5,0.6579999999999999,-5.499,0,Compass,3,2018-11-02,0.0329,109.998
71264,0.605,1969,0.932,['Canned Heat'],0.628,169560,0.356,0,6MmEhuhrGUoMgfOzwqMyn5,0.000615,10,0.116,-12.470999999999998,1,Goin' Up The Country,1,1969-01-01,0.0386,80.211
139433,0.815,2005,0.101,"['Leo Kottke', 'Mike Gordon']",0.479,332427,0.534,0,3fsoiPJOP9e1yST9HFZ7Ww,0.627,1,0.0703,-9.565,1,Sweet Emotion,2,2005-06-01,0.0794,90.725
154991,0.6409999999999999,2009,0.123,"['Alejandro Sanz', 'Alicia Keys']",0.5710000000000001,270627,0.5870000000000001,0,02f5iKhfXVvCWK641es1sT,0.0,0,0.0847,-6.269,1,Looking for Paradise (feat. Alicia Keys),3,2009-11-10,0.0505,88.945
88414,0.927,1928,0.994,"['Francisco Canaro', 'Charlo']",0.868,185507,0.263,0,0mKcM1nZ8yPOM9txL9Vl8o,0.283,2,0.13,-8.367,1,Clemencia - Remasterizado,0,1928-09-25,0.131,116.046
71707,0.0577,1955,0.988,"['César Franck', 'David Oistrakh', 'Vladimir Yampolsky']",0.253,377693,0.113,0,4fJMnstvrRDxmRT9ueBNY4,0.0119,9,0.104,-21.472,1,"Franck: Violin Sonata in A Major, FWV 8: I. Allegretto ben moderato",0,1955-01-01,0.0412,101.426
51809,0.691,1999,0.1639999999999999,['Days Of The New'],0.677,311760,0.772,0,3bAjnpL6oy1g4EmdKzMu2W,0.155,11,0.151,-7.37,0,Enemy,2,1999-01-01,0.03,117.161
108145,0.564,1940,0.4970000000000001,['Эрнест Хемингуэй'],0.652,108000,0.112,1,4iZZpdaDCFTSRi9xiEYy8A,0.0,11,0.556,-20.248,0,Часть 161.3 - По ком звонит колокол,0,1940,0.965,78.968
14197,0.8290000000000001,1981,0.529,['Marty Balin'],0.7190000000000001,258773,0.551,0,150LOyOS0ISsZ9IcwPf6iT,9.05e-06,0,0.139,-9.124,1,Hearts,3,1981-01-01,0.0324,123.444
89941,0.659,2012,0.0923,"['Josh Abbott Band', 'Pat Green']",0.516,191120,0.765,0,0K2R5ECfzYqSyBLHXywRo5,2.1e-06,2,0.16,-5.822,1,My Texas (feat. Pat Green),3,2012-04-24,0.043,170.043
20903,0.8,1942,0.986,"['Francisco Canaro', 'Carlos Roldán']",0.611,181440,0.172,0,0izK51FLNbg7iSwtjiR4aK,0.6940000000000001,6,0.0613,-10.595999999999998,1,Sencillo y Compadre - Remasterizado,0,1942-03-08,0.0687,125.971
2747,0.8809999999999999,2009,0.272,['Aventura'],0.75,222387,0.472,0,6Ezrvk64WB6scceSL3lDjp,0.0,5,0.263,-9.705,0,Tu Jueguito,3,2009-06-09,0.042,120.505
98760,0.422,2005,0.00845,['Paramore'],0.333,201340,0.931,0,2f6wopjc38goVUV087wvln,1.71e-06,4,0.122,-3.645,1,Whoa,2,2005-07-26,0.14,194.817
16781,0.181,1962,0.919,['Elvis Presley'],0.205,101467,0.233,0,4HmnS6eakkalRigvHtJIiR,0.921,3,0.113,-16.135,1,I Feel That I've Known You Forever,1,1962-06-05,0.034,169.37599999999995
22459,0.2,2010,0.274,['Mr Twin Sister'],0.6629999999999999,240493,0.444,0,5kxinzQqkSJhL7QDdvkDFM,0.659,11,0.388,-11.214,0,Meet the Frownies,3,2010-09-21,0.0338,122.974
70049,0.926,1991,0.0206,['Fishmans'],0.8059999999999999,343093,0.444,0,7aG7NGR2grcbcFdpKM25um,0.0605,11,0.223,-13.525,1,Hikkurikaetteta Futari,1,1991-05-21,0.0677,142.80100000000004
76074,0.389,1942,0.953,['Stan Kenton'],0.619,147827,0.43,0,5YLSLEcN9SvrTev8zIWYue,0.909,1,0.328,-8.824,1,Reed Rapture,0,1942-01-01,0.0474,81.277
130095,0.7979999999999999,1947,0.949,['Rewa Shankar'],0.56,150837,0.5529999999999999,0,4KbHt6LjKYtoMMf0JMH2R3,0.0,11,0.952,-8.531,0,Main Tumko Kaise Kahoon Bhagwan,0,1947-12-31,0.304,91.907
17695,0.626,2005,0.227,['Masta Ace'],0.7290000000000001,253307,0.705,1,23RJg00mFONjIqYML6mtsE,0.0,11,0.109,-7.27,0,Acknowledge,2,2005-02-15,0.396,91.582
73582,0.935,1965,0.376,['Chet Atkins'],0.622,121760,0.649,0,5aoOOQTID971UWfPd6ZHQD,0.627,0,0.0613,-11.499,1,Yakety Axe,1,1965-12-17,0.0334,119.192
164726,0.43,1930,0.995,['Τομ Βρουνάς τρίο'],0.423,225733,0.334,0,4oKP92zgm7VbYTsaUseP90,0.31,0,0.184,-11.337,0,Ζεϊμπέκικο,0,1930-01-01,0.0507,142.92600000000004
57258,0.8270000000000001,2015,0.197,['San Holo'],0.747,266483,0.491,0,7uSZPbd8DxdkmSauCKnITY,1.77e-05,6,0.0837,-6.0429999999999975,1,We Rise,3,2015-02-23,0.0639,145.034
108816,0.871,1962,0.752,['The Everly Brothers'],0.624,139640,0.358,0,3NUXLtK8UGdD8TvZ12b4dD,0.0,1,0.0593,-13.199000000000002,1,Walk Right Back,3,1962-06-01,0.0342,135.797
163652,0.534,1997,0.042,['The Offspring'],0.428,156773,0.973,1,6hyZliAlUzUmU3sAeWLDwp,0.0,7,0.0302,-3.221,1,Way Down The Line,2,1997-02-04,0.181,169.44799999999995
124105,0.579,2019,0.00851,"['Moneybagg Yo', 'Gunna']",0.8170000000000001,173396,0.534,1,683tYxiTlWzupDpaZ2mCv4,1.04e-06,8,0.113,-6.325,0,Dior (feat. Gunna),3,2019-05-24,0.298,140.005
14717,0.284,1985,0.00146,['The Jesus and Mary Chain'],0.456,165813,0.457,0,3Pz5KZ6ojzwdUNr5peiZnu,0.7929999999999999,7,0.21,-10.768,1,Cut Dead,1,1985-11-18,0.0287,104.423
152551,0.529,2015,0.023,['The Holdup'],0.773,242931,0.5820000000000001,0,3mm32rvh1cCv9k2ykZcsFf,0.000135,8,0.0743,-8.003,0,Smell These Roses,3,2015-06-09,0.043,87.008
34605,0.319,1981,0.0031,['Duran Duran'],0.634,343933,0.787,0,0Mqmt2ZTBRwcwKHDqFR6lw,0.0,4,0.12,-6.876,0,Friends of Mine - 2010 Remaster,2,1981-06-15,0.0834,123.775
145167,0.16,1954,0.98,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']",0.342,299973,0.131,0,4rd0sL3cqM0w61MOyOhbQI,9.57e-06,5,0.154,-14.026,1,"Verdi : La Traviata : Act 1 ""Un dì, felice, eterea"" [Alfredo, Violetta, Gastone]",1,1954,0.0476,76.741
93006,0.53,1954,0.977,"['Mohammed Rafi', 'Talat Mahmood']",0.5539999999999999,201827,0.129,0,0EietKbpo7CWmBo5Mm0emx,0.00127,0,0.5329999999999999,-11.13,1,Kavita Naam Hai Gyan Ka,0,1954-12-31,0.177,147.29399999999995
66810,0.868,1930,0.994,"['Francisco Canaro', 'Charlo']",0.7829999999999999,191507,0.26,0,5n3Bhsj00rNNOanAixZnoa,0.878,7,0.114,-12.243,1,Ay! Que Miedo Tengo - Remasterizado,0,1930-11-16,0.134,96.675
59356,0.115,1991,0.971,['Nat King Cole'],0.203,173533,0.0895,0,2WMyu5IYgxEuCd6xgFgJrl,0.0213,2,0.108,-19.755,0,Nature Boy,3,1991-01-01,0.0404,173.451
22874,0.629,1929,0.0224,['Эрих Мария Ремарк'],0.687,104113,0.229,1,1r9CLQ6Z1FKZX0s5VJ0PHg,0.0,9,0.337,-18.655,0,Часть 99.2 & Часть 100.1 - На Западном фронте без перемен,0,1929,0.952,100.748
84978,0.921,1967,0.234,['Grateful Dead'],0.514,132649,0.588,0,22W574PUUECix1yNCWalgx,2.69e-05,7,0.0819,-9.161,1,The Golden Road - 2013 Remaster,1,1967,0.0287,146.82399999999996
120349,0.779,1930,0.936,"['Giorgos Papasideris', 'Klarino KOstas Giaouzos']",0.457,195400,0.488,0,2KCqZSHP0mOwoJbScEWpCQ,0.00826,5,0.0881,-8.522,1,Papaki,0,1930-01-01,0.0352,122.614
42021,0.311,1961,0.994,"['Traditional', 'Robert Shaw']",0.318,180227,0.192,0,3IkvKTMcwwksqQtIMhhAtj,3.31e-06,2,0.119,-20.172,1,Swansea Town,0,1961,0.0568,108.584
92717,0.684,1996,0.000119,['Better Than Ezra'],0.392,247880,0.892,0,50rimSSBzAvRsLxyNKyE6f,0.00286,9,0.0823,-4.968999999999999,1,King of New Orleans,2,1996-08-02,0.059,167.657
144043,0.747,1951,0.879,"['Shamshad Begum', 'Mohammed Rafi', 'C. Ramchandra']",0.596,221933,0.333,0,1loK0rocRmAgYBIoMG9y71,0.0,6,0.181,-14.586,1,Tabiyat Saaf Ho Gai Saaf,0,1951-01-01,0.141,93.11
120828,0.258,1977,0.498,['The Alan Parsons Project'],0.69,201880,0.648,0,5dbcQ5D5EnBK4mO3Oygzeu,1.02e-05,5,0.118,-8.384,0,I Wouldn't Want to Be Like You,3,1977,0.0512,100.836
119246,0.833,2008,0.00503,['P!nk'],0.792,204627,0.865,1,1uexV2mYuZmLhVz4G5LUZv,1.64e-06,11,0.0375,-3.04,0,Funhouse,3,2008-10-24,0.0337,103.935
37469,0.542,2013,0.754,['C418'],0.523,310000,0.456,0,4K0odcECsBvgzv9Lr9z4kd,0.915,4,0.0966,-13.393,0,Aria Math,3,2013-11-09,0.0623,167.99900000000005
116857,0.8059999999999999,1992,0.000251,['Kula Shaker'],0.484,174787,0.852,0,4041m5Nr5GuEaqDSq9wjXa,1.05e-06,8,0.0761,-6.83,1,Hush,3,1992,0.0451,117.792
54649,0.416,1945,0.083,['Эрих Мария Ремарк'],0.693,96986,0.223,1,5q2OiVnZXRbwyoUxGaword,0.00172,5,0.0831,-21.333,0,Часть 154.4 & Часть 155.1 - Триумфальная арка,0,1945,0.912,136.313
67585,0.254,1944,0.99,['Lata Mangeshkar'],0.417,207907,0.127,0,5I5LAEOcaWh7p4Ai6cmR7a,0.927,7,0.107,-14.648,0,Kuthavar Baghasi Anta,0,1944-12-01,0.0518,130.52200000000002
156694,0.0383,2010,0.987,"['Brian Eno', 'Jon Hopkins', 'Leo Abrahams']",0.324,132307,0.0379,0,7Jd0MqZq15T4pDWts2G6Yl,0.907,11,0.0756,-25.247,1,Emerald and Stone,3,2010-11-01,0.0554,120.169
10043,0.67,1930,0.993,['Μαρίκα Παπαγκίκα'],0.517,209424,0.172,0,7HvvqRvno8zW2V0W2NujAS,0.0879,3,0.109,-14.939,1,Ντερβίσης,0,1930-01-01,0.0468,70.389
144195,0.238,1946,0.959,['Mukesh'],0.379,202493,0.162,0,1K1LWemAB9YA4LSKrYUfCu,0.0522,0,0.0762,-15.064,0,"Dil Jalta Hai To Jalne De (From ""Pehli Nazar"")",0,1946-01-01,0.0417,79.877
120280,0.6609999999999999,1960,0.935,['Burl Ives'],0.493,109707,0.087,0,3rNkmZR36zdvxdPhnRFDZo,0.127,4,0.111,-15.525,1,Old Blue,0,1960-06-20,0.152,172.60299999999995
61948,0.461,2009,0.0675,['NEEDTOBREATHE'],0.511,190560,0.545,0,5384anjbn1d5biZEgrDUA7,0.0,0,0.0641,-6.221,1,Lay 'Em Down,2,2009-08-21,0.0476,76.328
43827,0.8590000000000001,2015,0.0133,"['Griffinilla', 'Jeff Burgess']",0.838,181069,0.619,0,1uEirYIgTtCnojbufoer37,7.54e-05,0,0.342,-6.9060000000000015,0,Stay Calm (feat. Jeff Burgess),3,2015-03-08,0.0686,114.021
94831,0.362,1957,0.962,"['Kenny Dorham', 'Sonny Rollins']",0.409,161133,0.212,0,16sM9RdM3vydug3dKqiJe7,0.922,7,0.155,-13.75,1,But Beautiful,0,1957,0.0338,82.335
85544,0.421,1988,0.055,['Bulletboys'],0.478,206307,0.8220000000000001,0,0KqCHIvWF59BLubIvoGynW,0.00325,2,0.302,-6.585,1,Hell on My Heels,1,1988-09-16,0.0458,105.102
152504,0.0873,1958,0.877,['Frank Sinatra'],0.151,198170,0.223,0,4JMZZhbpcZoqVXxImpi3Ve,0.000492,10,0.872,-10.595,1,Around The World,1,1958-01,0.0335,165.705
5748,0.464,1930,0.41,['Joe Quartz'],0.439,192273,0.362,0,6pm9PceoNUPeLon1AEazPu,0.00129,2,0.0909,-10.822,1,Le Mur,0,1930,0.0439,143.252
21646,0.705,1978,0.705,['Ramon Ayala Y Sus Bravos Del Norte'],0.7909999999999999,205507,0.518,0,0jQpWlkLUf7YV8Mx3Y3zJk,0.000213,9,0.244,-7.0310000000000015,1,Que Me Lleve El Diablo,1,1978,0.0733,110.872
121830,0.7070000000000001,1960,0.332,['Eddie Cochran'],0.58,140333,0.679,0,5X73lUMvlt0ykafye2TASW,0.000644,7,0.123,-7.517,1,"Hallelujah, I Love Her So",1,1960-05-01,0.0753,127.984
8275,0.723,1998,0.544,['Paquita La Del Barrio'],0.627,162147,0.669,0,2aqarSktx1bU8WrZE9lW1X,1.63e-06,4,0.743,-3.807,1,Cheque En Blanco,3,1998-02-21,0.0375,110.779
164120,0.231,1956,0.8859999999999999,['Julie London'],0.22,143000,0.193,0,2s50pzE57dLhNtNBChxvvG,0.000155,8,0.105,-12.931,1,February Brings The Rain - Remastered,0,1956,0.0343,171.454
96415,0.708,1938,0.996,['Paraguassu'],0.665,166475,0.248,0,22qbiFtw62sQWIDzJDb2lL,0.00196,7,0.188,-13.287,1,Coco de Indaiá,0,1938-12-01,0.0762,92.935
90638,0.0519,1985,0.0294,['Vince DiCola'],0.53,312653,0.529,0,7cQkNSSjdyU1Aw5RVbZZhd,0.913,5,0.385,-15.202,1,Training Montage - Rocky IV Score Mix,2,1985,0.0672,81.119
79786,0.1669999999999999,1926,0.993,"['Frédéric Chopin', 'Alfred Cortot']",0.597,84280,0.00446,0,7phz4GtSVfkdMVuQXVlTE7,0.885,8,0.0915,-19.658,1,"24 préludes, Op. 28: No. 20 in C Minor (Largo)",0,1926,0.278,78.834
45654,0.0351,1978,0.982,['Pat Metheny Group'],0.327,129173,0.00485,0,4ixLi4Rofr19MZ4ADC3ZMj,0.982,9,0.0515,-33.201,0,Aprilwind,1,1978-03-01,0.0429,77.93
120432,0.143,1950,0.933,"['Sholom Secunda', 'Richard Tucker']",0.248,601000,0.148,0,1beTgPeVKYbnBjPtLKoyYx,0.0,5,0.149,-16.917,0,Kol Nidre Service (with Shofar): B'rosh Hashono - Voice,0,1950,0.0475,66.454
155686,0.389,2012,0.0268,"['The Lorax Singers', 'Rob Riggle']",0.6829999999999999,164333,0.7340000000000001,0,7vmEKYa8wixTVJJurSRlfF,4.38e-06,7,0.299,-6.801,1,Thneedville,2,2012-01-01,0.0402,131.938
130738,0.357,1992,0.281,['John Anderson'],0.62,238267,0.5660000000000001,0,0D2jPX7b8uuHfiwGms76mY,1.19e-06,2,0.127,-11.095999999999998,1,Seminole Wind,3,1992-02-07,0.0315,126.94
113772,0.8340000000000001,1949,0.926,"['Bing Crosby', 'The Andrews Sisters']",0.6409999999999999,203746,0.413,0,0cAhE2iDJApegDnVRx6fCK,0.0,3,0.191,-5.624,1,Twelve Days Of Christmas,3,1949-01-01,0.0435,143.52200000000005
149009,0.453,1992,0.7879999999999999,['Indigo Girls'],0.424,283933,0.327,0,6PXp5iJ1gDDp2FWxPbvf4D,0.0,11,0.283,-7.757999999999999,0,Romeo And Juliet,2,1992-06-03,0.048,80.024
117599,0.782,1932,0.98,"['Bing Crosby', 'Isham Jones And His Orchestra']",0.6729999999999999,183973,0.266,0,6aA7NZBylYudCGZKYvZ7vk,0.0963,2,0.125,-13.653,1,Sweet Georgia Brown (with Isham Jones & His Orchestra),1,1932,0.232,205.142
115214,0.807,1996,0.399,['Deniece Williams'],0.619,246960,0.465,0,71CPqidnM7VDWhgtELTKle,0.000267,8,0.267,-12.62,1,"Cause You Love Me, Baby",1,1996-03-12,0.058,97.691
11904,0.797,1983,0.224,['Genesis'],0.6970000000000001,265533,0.627,0,2zFdsAIk9r2Mi7Lmm1w3sM,0.0138,4,0.06,-7.941,0,That's All - 2007 Remaster,3,1983-10-03,0.0328,87.695
144684,0.764,1949,0.984,['Chitragupta'],0.726,204103,0.297,0,4Rq7RoR2AQfB9knDka9O72,2.01e-06,6,0.381,-9.291,0,Maat Pita Ki Seva Karke,0,1949-12-31,0.133,141.325
91611,0.925,1925,0.915,['Louis Armstrong & His Hot Five'],0.7829999999999999,146267,0.3,0,7dXVSMwfH5X9y2ou0WtrzK,0.478,7,0.0288,-10.066,1,"Come Back, Sweet Papa",1,1925,0.13,99.102
161439,0.73,1984,0.413,['Steve Perry'],0.599,247160,0.743,0,0BOlnhy7b9aCHMigRsKaTR,0.0,0,0.463,-4.53,0,Go Away,2,1984-04-01,0.0345,115.473
46732,0.481,1956,0.802,"['Harry ""Sweets"" Edison', 'Buck Clayton']",0.565,223427,0.217,0,6u9mhar5XH1GyCo3dqdHdi,0.00811,5,0.214,-8.359,0,How Deep Is The Ocean,0,1956-01-01,0.0392,114.297
162307,0.805,2002,0.363,['Johnny Cash'],0.378,249867,0.536,0,5yvnuEZmDBNH4uEhqdayCS,0.000144,8,0.453,-6.648,1,Sunday Morning Coming Down - Live,2,2002-02-12,0.0275,78.212
87801,0.191,2000,0.273,['Mark Knopfler'],0.614,383240,0.6759999999999999,0,2C4v21V4AUUDMfvzZ6mxuq,0.161,9,0.073,-8.23,0,Speedway at Nazareth,2,2000-09-26,0.0372,104.993
159829,0.5920000000000001,2014,0.0638,['Florida Georgia Line'],0.547,230587,0.878,0,5CXnIPD6rTjszYYQm6fY2P,7.08e-06,2,0.106,-4.224,1,Dirt,3,2014-10-14,0.0451,121.973
133285,0.211,1950,0.98,"['Giuseppe Verdi', 'Arturo Toscanini']",0.328,306133,0.1669999999999999,0,0GcbUeUOUvpP2X5ySpPOL3,2.28e-06,10,0.259,-16.705,1,Falstaff: Act II: Scene 1: Io l'amo e lei non m'ama,0,1950,0.0776,167.80700000000004
163310,0.174,1951,0.948,['Thelonious Monk'],0.557,187387,0.22,0,24DSoKTwcWc3U7eEW9rmRA,0.421,8,0.211,-13.052,1,Ruby My Dear - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,1,1951,0.0359,143.874
144469,0.902,1957,0.995,"['Johann Sebastian Bach', 'Glenn Gould']",0.341,201280,0.301,0,2zQTDL8EEYBhPwl8OL9XB5,0.8590000000000001,2,0.159,-19.724,1,"Prelude and Fughetta in G Major, BWV 902, Prelude in G Major to the Fughetta No. 902, BWV 902a: Prelude in G Major, BWV 902",1,1957,0.0395,104.775
142913,0.738,1998,0.108,"['Kirk Franklin', 'The Family']",0.703,257160,0.841,0,5HRFUx53D8AdDsFSJGh1Sp,1.26e-06,7,0.311,-5.287000000000001,0,My Desire,2,1998-10-22,0.121,98.368
37894,0.693,1930,0.893,['Marika Kanaropoulou'],0.639,196533,0.316,0,5dltPxocV0DvJUMsKu7a4w,0.0,2,0.11,-8.588,1,Vale me stin agkalia sou,0,1930-01-01,0.0677,122.13
75025,0.24,1940,0.99,['Radharani'],0.442,207600,0.158,0,3XJ4lSibox5PBphe4dAIWQ,1.24e-06,11,0.102,-12.336,0,Madhupura Nagari Hasi Kahata,0,1940-12-01,0.0574,94.69
114989,0.88,2014,0.0133,['Rixton'],0.728,208493,0.73,0,0TcJDCInjJ3WdJIU1HDgOG,0.0,11,0.1,-6.085,1,Speakerphone,3,2014-01-01,0.0271,115.038
54391,0.71,1990,0.033,"['Jimmy Cliff', 'Oneness Band', 'Steven Seagal']",0.715,227733,0.473,0,63CePn4RnA7iH6I2OoW82w,0.0,3,0.0719,-14.057,1,John Crow,1,1990-01-01,0.0633,134.546
76636,0.74,1999,0.603,['John Mellencamp'],0.77,234027,0.816,0,0h9BPJ8sAQ68Jej3bkRihV,2.28e-05,7,0.111,-2.962,1,Under The Boardwalk,2,1999,0.0266,109.318
82279,0.665,1961,0.514,['Judy Garland'],0.552,156333,0.527,0,2SZhhuVo1qQ89sXBuUdG3Y,0.0,10,0.679,-11.741,1,You Go To My Head - Live At Carnegie Hall/1961,1,1961-07-10,0.128,131.715
115960,0.638,1930,0.983,['Giorgos Mpatis'],0.645,201160,0.345,0,0DTJy7vwXOOMjqobmZVGFW,0.243,7,0.111,-9.037,0,To mparmperaki,0,1930-01-01,0.0609,119.132
87527,0.547,1996,0.00443,['Matchbox Twenty'],0.518,243507,0.64,0,3T4XoaK3RZ3XTEDgeZRV1T,0.0,8,0.186,-8.533,1,Kody,2,1996-10-01,0.0263,94.96
33229,0.6579999999999999,1948,0.983,['Smt. Vishnilal'],0.424,218320,0.199,0,13L5jBXtv3VTfbAfezDMB8,0.0,2,0.0877,-11.167,1,Angana Khade Sajna,0,1948-12-31,0.0727,76.97
15165,0.785,1992,0.708,['Indigo Girls'],0.49,252960,0.701,0,1Q0DVZhtZJZs9t45b8zNSD,0.0,5,0.119,-7.94,1,Galileo,3,1992-06-03,0.0394,102.504
133588,0.911,1957,0.246,['Johnny Cash'],0.417,110185,0.563,0,5dd1eFhbrbqCkjumjY8akH,0.0,6,0.147,-12.786,1,Country Boy (2017 Remaster),1,1957-10-11,0.104,211.921
